inning,over,ball,batting_team,bowling_team,batter,bowler,city,venue,phase,current_score,balls_bowled,balls_remaining,wickets_lost,current_run_rate,runs_last_6,runs_last_12,wkts_last_12,striker_runs,striker_balls,striker_sr,batter_avg_runs,bowler_wickets,bowler_economy
2,4,6,13,0,562,128,8,26,2,26,30,90,3,5.2,2.0,12.0,1.0,8,5,160.0,1.6,2,2.8235294117647056
2,0,2,1,0,32,353,26,9,2,0,1,119,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0
1,5,6,11,3,243,261,10,16,2,50,36,84,1,8.333333333333334,22.0,24.0,0.0,30,14,214.28571428571428,2.142857142857143,1,14.5
2,10,4,10,9,530,398,26,6,1,90,68,52,3,7.941176470588235,7.0,13.0,0.0,19,15,126.66666666666666,1.2666666666666666,0,7.199999999999999
1,5,5,8,13,397,309,26,56,2,24,36,84,1,4.0,3.0,6.0,1.0,11,17,64.70588235294117,0.6470588235294118,1,4.8
2,5,1,8,3,530,28,10,16,2,35,31,89,2,6.774193548387096,4.0,11.0,2.0,0,0,0.0,0.0,0,9.428571428571429
1,8,1,18,13,10,434,18,46,1,46,52,68,6,5.307692307692308,8.0,15.0,0.0,6,8,75.0,0.75,0,0.0
1,7,2,13,3,50,410,10,16,1,51,45,75,1,6.8,5.0,13.0,0.0,12,13,92.3076923076923,0.9230769230769232,0,6.0
2,18,6,13,16,262,502,2,23,0,185,117,3,5,9.487179487179487,15.0,38.0,0.0,35,18,194.44444444444443,1.9444444444444444,0,12.705882352941176
1,3,5,16,8,30,104,2,23,2,23,22,98,2,6.272727272727273,3.0,21.0,1.0,0,3,0.0,0.0,0,8.4
2,12,1,13,1,50,57,18,46,1,110,75,45,2,8.8,9.0,21.0,1.0,43,28,153.57142857142858,1.5357142857142858,0,6.5
1,11,1,10,13,563,13,26,55,1,61,66,54,2,5.545454545454546,6.0,10.0,0.0,27,32,84.375,0.84375,0,0.0
1,7,1,13,18,242,51,30,31,1,60,47,73,1,7.659574468085107,2.0,4.0,1.0,34,26,130.76923076923077,1.3076923076923077,0,0.0
1,14,6,18,0,147,242,10,1,1,103,92,28,1,6.717391304347826,5.0,14.0,0.0,41,47,87.2340425531915,0.8723404255319149,0,6.0
2,3,6,16,8,629,492,23,14,2,17,23,97,1,4.434782608695652,8.0,10.0,1.0,8,6,133.33333333333331,1.3333333333333333,1,7.636363636363637
2,12,3,6,3,287,8,7,37,1,117,74,46,3,9.486486486486486,4.0,13.0,0.0,38,21,180.95238095238096,1.809523809523809,0,15.428571428571429
1,19,7,3,13,226,456,18,46,0,144,122,-2,6,7.081967213114755,8.0,24.0,1.0,5,5,100.0,1.0,2,9.25
1,1,1,0,10,188,135,10,1,2,4,6,114,1,4.0,4.0,4.0,1.0,0,0,0.0,0.0,0,0.0
1,5,2,5,9,591,349,30,31,2,30,31,89,2,5.806451612903225,6.0,13.0,1.0,14,12,116.66666666666669,1.1666666666666667,0,6.923076923076923
2,12,4,0,18,166,459,26,55,1,62,77,43,6,4.831168831168831,3.0,9.0,2.0,0,0,0.0,0.0,1,9.333333333333334
1,19,2,9,12,1,438,24,4,0,153,121,-1,6,7.586776859504131,9.0,14.0,2.0,2,4,50.0,0.5,1,7.5
1,10,6,13,3,470,354,10,16,1,58,66,54,5,5.2727272727272725,2.0,8.0,1.0,4,11,36.36363636363637,0.3636363636363636,2,2.8235294117647056
1,14,3,3,16,37,161,2,23,1,139,89,31,4,9.370786516853933,9.0,24.0,2.0,0,0,0.0,0.0,2,6.0
2,17,1,13,10,420,365,26,5,0,173,105,15,4,9.885714285714286,19.0,30.0,0.0,18,20,90.0,0.9,1,13.846153846153848
1,7,6,2,0,117,162,35,11,1,54,48,72,2,6.75,10.0,14.0,0.0,26,21,123.8095238095238,1.238095238095238,1,7.764705882352941
2,9,5,0,8,340,28,8,27,1,98,62,58,1,9.483870967741934,11.0,16.0,0.0,20,27,74.07407407407408,0.7407407407407407,0,15.0
1,12,5,15,16,50,502,2,23,1,113,77,43,1,8.805194805194805,14.0,21.0,0.0,45,32,140.625,1.40625,0,9.75
1,1,3,8,10,149,10,23,14,2,7,8,112,2,5.25,2.0,7.0,2.0,0,1,0.0,0.0,0,3.0
1,4,7,10,8,177,241,26,55,2,36,31,89,0,6.967741935483871,3.0,23.0,0.0,11,18,61.11111111111112,0.6111111111111112,0,1.6666666666666667
2,1,6,6,8,341,492,23,14,2,7,11,109,1,3.8181818181818175,2.0,7.0,1.0,2,4,50.0,0.5,1,2.4
2,6,5,11,1,243,347,16,42,1,55,41,79,0,8.048780487804878,8.0,12.0,0.0,35,20,175.0,1.75,0,5.4
2,18,4,8,3,661,502,10,16,0,142,114,6,4,7.473684210526316,4.0,12.0,1.0,6,12,50.0,0.5,1,6.0
1,10,5,8,16,434,522,0,50,1,38,65,55,5,3.507692307692308,4.0,6.0,0.0,3,8,37.5,0.375,1,3.0
2,3,5,13,3,50,261,10,16,2,24,22,98,0,6.545454545454546,6.0,15.0,0.0,9,11,81.81818181818183,0.8181818181818182,0,3.0
2,13,4,0,6,64,78,7,37,1,113,86,34,3,7.883720930232558,9.0,15.0,0.0,49,36,136.11111111111111,1.3611111111111112,0,10.235294117647058
2,10,1,3,6,631,331,11,18,1,57,60,60,3,5.7,15.0,19.0,0.0,26,18,144.44444444444443,1.4444444444444444,0,4.0
1,8,3,8,16,102,129,23,14,1,69,53,67,0,7.811320754716981,10.0,19.0,0.0,24,27,88.88888888888889,0.8888888888888888,0,4.5
2,15,9,8,18,484,257,23,15,0,153,102,18,5,9.0,9.0,18.0,0.0,26,18,144.44444444444443,1.4444444444444444,2,6.620689655172415
1,3,3,16,9,629,65,3,24,2,29,20,100,0,8.7,10.0,24.0,0.0,19,14,135.71428571428572,1.3571428571428572,0,12.75
2,9,6,1,8,212,81,26,9,1,88,64,56,1,8.25,12.0,17.0,0.0,7,14,50.0,0.5,0,13.2
1,4,2,18,10,43,436,16,42,2,24,27,93,0,5.333333333333333,6.0,12.0,0.0,14,16,87.5,0.875,0,0.0
2,16,4,11,13,43,199,30,52,0,129,102,18,2,7.588235294117647,4.0,14.0,0.0,63,53,118.86792452830188,1.1886792452830188,1,4.571428571428571
2,13,6,13,10,156,403,1,44,1,101,84,36,2,7.214285714285714,13.0,17.0,1.0,7,2,350.0,3.5,1,8.727272727272728
2,2,5,1,3,21,344,6,53,2,39,18,102,1,13.0,17.0,22.0,1.0,1,3,33.33333333333333,0.3333333333333333,0,22.5
1,13,3,0,2,546,483,26,56,1,118,82,38,3,8.634146341463415,8.0,23.0,0.0,50,32,156.25,1.5625,0,3.0
1,14,1,4,18,470,78,10,16,1,100,87,33,5,6.896551724137931,17.0,19.0,1.0,3,2,150.0,1.5,0,8.76923076923077
2,11,4,13,1,454,8,16,42,1,74,71,49,1,6.253521126760563,10.0,16.0,0.0,25,31,80.64516129032258,0.8064516129032258,0,7.333333333333333
2,8,3,3,0,173,118,10,16,1,64,49,71,2,7.836734693877552,10.0,13.0,0.0,4,8,50.0,0.5,0,0.0
2,9,5,18,0,70,118,26,10,1,67,58,62,0,6.931034482758621,10.0,21.0,0.0,43,25,172.0,1.72,0,7.5
2,1,5,13,8,571,265,23,14,2,16,10,110,0,9.6,12.0,16.0,0.0,6,2,300.0,3.0,0,16.5
1,15,6,0,11,374,249,30,52,0,108,96,24,3,6.75,7.0,15.0,1.0,4,1,400.0,4.0,1,7.199999999999999
1,17,2,3,16,364,191,10,16,0,167,105,15,4,9.542857142857144,7.0,14.0,2.0,0,0,0.0,0.0,2,8.842105263157896
2,16,2,16,13,568,2,2,23,0,103,104,16,3,5.9423076923076925,4.0,12.0,0.0,14,23,60.86956521739131,0.6086956521739131,0,5.052631578947369
1,5,4,0,13,546,185,18,46,2,51,35,85,1,8.742857142857144,8.0,13.0,0.0,25,17,147.05882352941177,1.4705882352941178,0,6.0
1,1,5,13,8,471,265,23,14,2,13,10,110,0,7.8,11.0,13.0,0.0,11,5,220.00000000000003,2.2,0,16.5
1,18,2,5,10,213,53,1,32,0,208,114,6,2,10.947368421052632,13.0,22.0,1.0,13,6,216.66666666666663,2.1666666666666665,1,14.0
1,1,6,18,16,43,22,2,23,2,9,11,109,0,4.909090909090909,6.0,9.0,0.0,7,6,116.66666666666669,1.1666666666666667,0,7.199999999999999
1,1,7,13,16,50,104,3,25,2,8,12,108,0,4.0,7.0,8.0,0.0,5,6,83.33333333333334,0.8333333333333334,0,7.0
1,1,2,14,8,471,104,30,30,2,7,8,112,0,5.25,7.0,7.0,0.0,4,3,133.33333333333331,1.3333333333333333,0,6.0
1,14,1,12,10,323,192,30,31,1,128,88,32,2,8.727272727272728,8.0,16.0,1.0,1,1,100.0,1.0,0,8.571428571428571
2,0,3,8,3,501,527,10,16,2,2,2,118,0,6.0,2.0,2.0,0.0,2,2,100.0,1.0,0,6.0
1,10,6,0,5,473,43,30,31,1,80,69,51,2,6.956521739130435,15.0,21.0,0.0,48,36,133.33333333333331,1.3333333333333333,1,11.0
2,2,6,8,6,124,171,13,22,2,16,20,100,0,4.8,9.0,12.0,0.0,10,11,90.9090909090909,0.9090909090909092,0,5.0
2,16,6,8,0,373,118,8,27,0,145,105,15,3,8.285714285714286,13.0,20.0,0.0,72,57,126.3157894736842,1.263157894736842,1,7.764705882352941
2,12,1,3,0,291,371,10,16,1,67,76,44,5,5.289473684210527,5.0,9.0,1.0,23,19,121.05263157894736,1.2105263157894737,1,5.0
1,8,2,18,10,289,192,16,42,1,61,51,69,1,7.176470588235294,8.0,17.0,0.0,2,4,50.0,0.5,0,1.7142857142857142
2,9,1,3,18,490,234,31,48,1,62,58,62,1,6.413793103448277,10.0,17.0,0.0,22,20,110.0,1.1,0,0.0
1,14,1,18,9,208,220,16,43,1,128,86,34,5,8.930232558139535,11.0,13.0,2.0,25,13,192.30769230769232,1.9230769230769231,2,6.5
2,5,4,6,16,651,447,7,38,2,45,35,85,1,7.714285714285714,8.0,15.0,1.0,0,0,0.0,0.0,1,4.0
2,9,4,8,3,661,302,10,16,1,78,58,62,3,8.068965517241379,8.0,23.0,0.0,34,20,170.0,1.7,0,8.0
2,11,6,5,8,146,444,23,15,1,97,72,48,3,8.083333333333334,6.0,9.0,2.0,4,3,133.33333333333331,1.3333333333333333,1,8.117647058823529
2,7,5,18,13,70,522,18,47,1,61,47,73,1,7.787234042553192,5.0,10.0,0.0,21,14,150.0,1.5,1,6.0
2,8,1,8,3,363,8,10,16,1,61,48,72,3,7.625,9.0,12.0,0.0,13,16,81.25,0.8125,0,3.0
1,8,3,13,0,141,371,8,28,1,85,51,69,1,10.0,16.0,21.0,0.0,35,24,145.83333333333331,1.4583333333333333,0,7.8
1,5,4,18,13,413,459,16,43,2,35,34,86,2,6.1764705882352935,6.0,11.0,2.0,0,2,0.0,0.0,1,0.0
2,5,3,3,10,512,135,10,16,2,51,32,88,2,9.5625,3.0,15.0,1.0,13,15,86.66666666666667,0.8666666666666667,0,3.0
1,17,6,10,0,64,353,26,55,0,128,109,11,3,7.045871559633027,12.0,19.0,1.0,58,43,134.88372093023256,1.3488372093023255,2,7.565217391304348
2,14,5,8,4,122,135,32,45,1,179,93,27,0,11.548387096774194,18.0,28.0,0.0,89,43,206.9767441860465,2.069767441860465,0,13.875
1,9,4,18,3,300,180,10,16,1,75,56,64,2,8.035714285714285,4.0,11.0,1.0,10,14,71.42857142857143,0.7142857142857143,0,6.857142857142857
2,5,6,12,5,512,247,28,10,2,41,35,85,1,7.028571428571429,10.0,15.0,0.0,28,21,133.33333333333331,1.3333333333333333,0,7.199999999999999
1,11,4,10,3,231,150,26,55,1,117,72,48,2,9.75,7.0,13.0,1.0,3,4,75.0,0.75,0,6.0
1,10,2,3,8,287,144,10,16,1,71,62,58,3,6.870967741935483,9.0,16.0,0.0,35,28,125.0,1.25,0,6.857142857142857
2,3,1,13,18,562,167,26,5,2,21,18,102,1,7.0,9.0,13.0,0.0,1,2,50.0,0.5,0,0.0
1,14,5,3,0,364,5,13,22,1,123,89,31,4,8.292134831460674,9.0,15.0,1.0,0,1,0.0,0.0,0,10.5
1,7,2,18,0,651,371,34,49,1,46,45,75,2,6.133333333333334,3.0,7.0,1.0,25,23,108.69565217391305,1.0869565217391304,0,6.0
2,1,6,6,18,289,71,16,41,2,11,13,107,0,5.0769230769230775,4.0,10.0,0.0,5,11,45.45454545454545,0.4545454545454545,0,4.8
2,13,3,6,16,398,23,2,23,1,119,81,39,2,8.814814814814815,16.0,25.0,0.0,41,26,157.69230769230768,1.5769230769230769,1,9.0
1,3,3,8,6,102,171,29,51,2,14,21,99,0,4.0,6.0,9.0,0.0,4,8,50.0,0.5,0,5.25
2,8,5,1,16,212,68,6,53,1,76,54,66,1,8.444444444444445,3.0,8.0,1.0,49,31,158.06451612903226,1.5806451612903225,1,4.2
2,10,5,13,6,501,256,0,50,1,111,65,55,1,10.246153846153844,10.0,22.0,0.0,30,23,130.43478260869566,1.3043478260869563,0,10.875
2,4,5,3,10,173,288,10,16,2,47,29,91,0,9.724137931034484,18.0,31.0,0.0,16,10,160.0,1.6,0,12.0
1,0,4,10,13,158,36,18,46,2,6,3,117,0,12.0,6.0,6.0,0.0,1,1,100.0,1.0,0,12.0
2,9,3,1,10,613,118,26,9,1,70,60,60,4,7.0,5.0,10.0,0.0,6,11,54.54545454545454,0.5454545454545454,0,6.0
1,16,4,9,10,396,312,26,56,0,174,108,12,3,9.666666666666666,8.0,21.0,0.0,71,32,221.875,2.21875,1,5.294117647058823
1,9,4,10,6,449,302,7,37,1,79,56,64,2,8.464285714285714,3.0,14.0,0.0,36,27,133.33333333333331,1.3333333333333333,0,10.0
1,13,7,18,0,363,371,10,1,1,98,86,34,1,6.837209302325581,9.0,19.0,0.0,46,35,131.42857142857142,1.3142857142857145,0,7.0
2,16,2,10,0,40,201,12,13,0,105,99,21,6,6.363636363636363,5.0,11.0,1.0,3,4,75.0,0.75,1,9.789473684210527
1,12,4,1,3,17,492,9,2,1,98,76,44,3,7.736842105263158,5.0,19.0,0.0,31,20,155.0,1.55,0,4.666666666666667
2,7,7,10,0,501,206,26,55,1,81,54,66,1,9.0,3.0,5.0,1.0,2,3,66.66666666666666,0.6666666666666666,1,3.0
1,12,3,8,2,591,65,1,32,1,80,74,46,4,6.486486486486486,3.0,6.0,1.0,42,36,116.66666666666669,1.1666666666666667,0,6.75
2,12,4,8,13,364,175,23,14,1,75,79,41,2,5.69620253164557,3.0,5.0,1.0,1,5,20.0,0.2,1,4.909090909090909
2,11,6,0,6,546,346,26,55,1,78,74,46,1,6.324324324324324,9.0,16.0,0.0,29,24,120.83333333333331,1.2083333333333333,0,2.7272727272727275
2,14,5,10,16,283,488,2,23,1,86,91,29,5,5.670329670329671,13.0,17.0,0.0,22,21,104.76190476190476,1.0476190476190477,0,7.5
1,2,1,8,0,397,128,8,26,2,3,11,109,2,1.6363636363636365,2.0,3.0,2.0,0,0,0.0,0.0,1,1.2
1,6,2,14,10,364,234,26,55,1,34,38,82,2,5.368421052631579,3.0,10.0,0.0,6,11,54.54545454545454,0.5454545454545454,0,6.857142857142857
1,12,3,9,12,289,63,24,4,1,98,76,44,2,7.736842105263158,8.0,20.0,0.0,47,37,127.02702702702702,1.2702702702702702,0,7.333333333333333
1,13,6,16,10,30,192,26,55,1,130,86,34,1,9.069767441860463,9.0,20.0,0.0,66,37,178.3783783783784,1.7837837837837838,0,8.333333333333334
2,3,5,16,0,322,417,13,22,2,26,24,96,2,6.5,9.0,14.0,0.0,10,11,90.9090909090909,0.9090909090909092,1,10.363636363636363
1,2,4,0,10,527,440,26,55,2,16,15,105,0,6.4,11.0,15.0,0.0,14,9,155.55555555555557,1.5555555555555556,0,2.6666666666666665
2,7,6,8,12,397,164,23,15,1,64,47,73,2,8.170212765957448,8.0,19.0,1.0,10,9,111.11111111111111,1.1111111111111112,1,4.8
1,14,5,10,1,49,109,26,9,1,87,90,30,5,5.8,11.0,23.0,1.0,10,11,90.9090909090909,0.9090909090909092,0,9.333333333333334
1,19,4,4,18,422,71,16,42,0,121,122,-2,6,5.950819672131148,14.0,21.0,1.0,5,3,166.66666666666669,1.6666666666666667,2,6.571428571428571
2,10,5,8,2,565,239,26,6,1,99,65,55,2,9.138461538461538,11.0,26.0,0.0,45,27,166.66666666666669,1.6666666666666667,0,10.8
2,12,2,10,13,283,369,10,1,1,107,74,46,2,8.675675675675675,10.0,16.0,0.0,12,9,133.33333333333331,1.3333333333333333,0,12.857142857142856
1,8,4,11,1,127,167,26,9,1,47,50,70,5,5.64,5.0,5.0,3.0,4,3,133.33333333333331,1.3333333333333333,0,6.4
1,19,1,0,18,374,137,33,21,0,158,114,6,3,8.31578947368421,10.0,19.0,0.0,30,35,85.71428571428571,0.8571428571428571,0,6.333333333333333
2,15,3,8,13,282,72,18,46,0,123,93,27,3,7.935483870967742,4.0,10.0,0.0,18,13,138.46153846153845,1.3846153846153846,0,9.428571428571429
2,2,6,10,3,282,261,10,16,2,19,17,103,2,6.705882352941176,1.0,13.0,1.0,0,2,0.0,0.0,1,1.2
2,2,9,12,9,86,291,7,39,2,25,20,100,1,7.5,12.0,18.0,0.0,14,9,155.55555555555557,1.5555555555555556,1,9.0
1,18,1,13,9,557,65,26,56,0,133,114,6,4,7.0,18.0,24.0,0.0,38,30,126.66666666666666,1.2666666666666666,1,4.736842105263158
1,7,7,7,8,330,407,22,33,1,48,48,72,2,6.0,13.0,16.0,0.0,13,15,86.66666666666667,0.8666666666666667,0,13.0
2,18,1,13,2,571,211,0,57,0,95,109,11,6,5.229357798165137,2.0,9.0,1.0,53,45,117.7777777777778,1.1777777777777778,1,5.666666666666667
2,14,2,8,13,250,199,23,14,1,109,88,32,2,7.4318181818181825,5.0,11.0,0.0,22,20,110.0,1.1,0,4.736842105263158
1,12,6,16,6,454,346,7,40,1,90,79,41,4,6.835443037974684,10.0,13.0,0.0,21,20,105.0,1.05,2,8.0
2,12,4,17,8,362,444,23,15,1,151,78,42,5,11.615384615384617,13.0,21.0,3.0,0,0,0.0,0.0,1,9.142857142857142
1,12,4,6,10,214,220,17,20,1,96,76,44,2,7.578947368421053,10.0,18.0,1.0,54,37,145.94594594594594,1.4594594594594594,1,7.363636363636364
2,1,2,12,8,256,165,23,15,2,8,7,113,0,6.857142857142857,7.0,8.0,0.0,6,4,150.0,1.5,0,0.0
1,10,6,0,1,352,163,8,27,1,62,66,54,1,5.636363636363637,4.0,10.0,0.0,36,35,102.85714285714285,1.0285714285714285,0,4.8
2,0,3,16,3,289,10,2,23,2,1,2,118,0,3.0,1.0,1.0,0.0,0,1,0.0,0.0,0,3.0
2,3,2,11,6,243,432,7,40,2,21,21,99,0,6.0,10.0,15.0,0.0,9,12,75.0,0.75,0,0.0
2,5,4,8,6,530,278,30,30,2,42,32,88,2,7.875,11.0,23.0,1.0,10,4,250.0,2.5,0,14.0
1,9,6,3,7,656,392,10,16,1,61,61,59,3,6.0,8.0,11.0,0.0,2,9,22.22222222222222,0.2222222222222222,0,7.199999999999999
1,11,2,3,16,282,7,19,34,1,69,67,53,4,6.179104477611941,5.0,9.0,1.0,11,12,91.66666666666666,0.9166666666666666,0,5.142857142857142
1,0,4,16,4,124,135,32,45,2,2,3,117,0,4.0,2.0,2.0,0.0,1,1,100.0,1.0,0,4.0
2,1,5,13,1,196,384,16,42,2,14,10,110,0,8.4,9.0,14.0,0.0,0,2,0.0,0.0,0,13.5
1,19,1,3,8,261,444,10,16,0,148,116,4,5,7.655172413793104,12.0,29.0,0.0,30,25,120.0,1.2,1,8.666666666666666
1,6,7,13,9,571,398,26,56,1,52,45,75,1,6.933333333333334,8.0,10.0,1.0,7,7,100.0,1.0,0,9.230769230769232
1,18,2,5,12,467,161,1,32,0,164,109,11,4,9.027522935779816,8.0,25.0,1.0,1,1,100.0,1.0,1,7.894736842105264
1,11,6,16,0,629,353,2,23,1,67,70,50,3,5.742857142857143,11.0,15.0,0.0,22,22,100.0,1.0,1,8.117647058823529
1,19,5,16,18,51,71,2,23,0,166,125,-5,9,7.968000000000001,11.0,22.0,4.0,4,1,400.0,4.0,1,7.826086956521739
2,8,2,0,6,352,331,7,40,1,47,51,69,0,5.529411764705882,4.0,8.0,0.0,26,23,113.04347826086956,1.1304347826086956,0,6.857142857142857
1,13,2,6,3,146,405,11,18,1,89,81,39,2,6.592592592592593,2.0,7.0,1.0,1,5,20.0,0.2,0,6.0
1,2,3,11,10,43,278,30,52,2,13,14,106,0,5.571428571428571,9.0,13.0,0.0,10,8,125.0,1.25,0,1.5
1,2,6,8,3,122,481,23,14,2,8,17,103,1,2.8235294117647056,1.0,8.0,1.0,6,11,54.54545454545454,0.5454545454545454,1,0.5454545454545455
1,17,4,0,16,546,272,33,21,0,119,108,12,4,6.611111111111111,4.0,7.0,1.0,52,40,130.0,1.3,0,5.2
2,11,1,8,10,250,347,23,14,1,67,66,54,3,6.090909090909091,6.0,15.0,1.0,33,32,103.125,1.03125,1,5.5
2,14,6,18,10,436,320,0,57,1,152,90,30,4,10.133333333333333,14.0,18.0,0.0,28,19,147.36842105263156,1.4736842105263157,0,14.181818181818182
1,15,6,1,6,261,379,16,42,0,121,95,25,4,7.6421052631578945,9.0,16.0,1.0,15,12,125.0,1.25,1,7.764705882352941
2,15,1,13,10,571,370,26,55,0,124,96,24,3,7.75,2.0,11.0,1.0,47,35,134.28571428571428,1.3428571428571427,1,7.5
1,10,1,18,10,343,209,26,56,1,93,64,56,0,8.71875,13.0,19.0,0.0,35,27,129.62962962962962,1.2962962962962965,0,7.384615384615385
1,5,2,13,10,242,383,28,10,2,32,30,90,1,6.4,9.0,13.0,1.0,15,13,115.38461538461536,1.1538461538461535,0,6.0
1,9,6,10,1,64,384,26,9,1,76,64,56,3,7.125,5.0,8.0,1.0,4,4,100.0,1.0,2,6.705882352941176
1,1,6,16,3,124,302,2,23,2,3,11,109,0,1.6363636363636365,2.0,3.0,0.0,2,8,25.0,0.25,0,2.4
2,16,2,3,0,626,181,10,16,0,82,101,19,9,4.871287128712872,2.0,8.0,2.0,0,0,0.0,0.0,1,5.142857142857142
2,10,2,3,1,409,294,16,42,1,112,64,56,1,10.5,8.0,24.0,0.0,27,25,108.0,1.08,0,5.684210526315789
2,4,2,1,10,212,527,26,9,2,35,26,94,1,8.076923076923077,3.0,14.0,0.0,15,12,125.0,1.25,0,5.142857142857142
1,13,6,13,9,246,398,26,6,1,122,85,35,4,8.611764705882353,6.0,17.0,1.0,0,1,0.0,0.0,1,9.818181818181818
1,3,6,10,16,530,381,3,24,2,16,23,97,2,4.173913043478261,4.0,6.0,2.0,0,2,0.0,0.0,1,7.090909090909091
2,16,5,10,0,465,309,26,56,0,148,100,20,5,8.879999999999999,14.0,17.0,2.0,0,0,0.0,0.0,1,13.5
1,12,2,10,16,477,178,26,55,1,111,74,46,2,9.0,4.0,14.0,0.0,8,6,133.33333333333331,1.3333333333333333,1,7.846153846153847
2,2,7,18,3,512,481,16,41,2,18,18,102,0,6.0,7.0,17.0,0.0,3,8,37.5,0.375,0,4.0
2,19,3,6,16,420,370,2,23,0,154,117,3,6,7.897435897435898,1.0,5.0,3.0,0,3,0.0,0.0,0,6.9
1,5,7,8,10,537,118,26,5,2,37,37,83,0,6.0,3.0,8.0,0.0,17,17,100.0,1.0,0,3.0
1,4,1,4,18,252,396,16,42,2,32,24,96,0,8.0,7.0,19.0,0.0,28,18,155.55555555555557,1.5555555555555556,0,0.0
2,7,1,8,11,486,31,33,21,1,42,44,76,3,5.727272727272728,12.0,15.0,0.0,2,5,40.0,0.4,0,0.0
2,11,3,6,1,542,109,16,42,1,92,69,51,3,8.0,11.0,22.0,1.0,53,38,139.4736842105263,1.394736842105263,1,4.666666666666667
1,4,1,16,0,629,443,34,49,2,36,24,96,0,9.0,8.0,18.0,0.0,19,13,146.15384615384613,1.4615384615384617,0,0.0
2,0,6,7,10,102,436,26,55,2,4,5,115,0,4.8,4.0,4.0,0.0,4,5,80.0,0.8,0,4.8
1,2,1,18,8,256,265,23,14,2,16,15,105,0,6.4,8.0,13.0,0.0,0,2,0.0,0.0,0,5.333333333333333
2,6,4,0,16,64,323,3,25,1,36,40,80,4,5.4,12.0,18.0,1.0,7,10,70.0,0.7,0,3.333333333333333
1,17,1,6,4,371,333,7,38,0,136,106,14,4,7.698113207547169,6.0,11.0,0.0,20,16,125.0,1.25,0,5.0
1,11,1,10,6,249,75,26,55,1,65,67,53,2,5.82089552238806,7.0,9.0,1.0,34,32,106.25,1.0625,0,7.0
1,17,5,12,10,258,88,26,56,0,172,114,6,5,9.052631578947368,14.0,35.0,1.0,0,0,0.0,0.0,2,7.909090909090909
1,9,3,18,16,132,262,2,23,1,58,56,64,2,6.2142857142857135,6.0,11.0,1.0,3,4,75.0,0.75,1,6.428571428571428
1,13,2,3,16,512,423,10,16,1,120,80,40,1,9.0,6.0,17.0,0.0,36,28,128.57142857142858,1.2857142857142858,0,6.0
1,12,4,6,3,538,171,11,18,1,71,77,43,4,5.532467532467532,14.0,19.0,0.0,35,27,129.62962962962962,1.2962962962962965,0,6.0
2,17,5,0,10,564,220,16,41,0,126,109,11,4,6.935779816513761,21.0,28.0,0.0,74,56,132.14285714285714,1.3214285714285714,1,14.25
2,10,6,18,16,436,16,0,50,1,62,69,51,3,5.391304347826087,4.0,7.0,0.0,4,9,44.44444444444444,0.4444444444444444,1,1.4117647058823528
2,10,3,3,10,364,162,26,55,1,63,62,58,3,6.096774193548387,3.0,5.0,2.0,1,3,33.33333333333333,0.3333333333333333,1,4.285714285714286
1,8,3,18,8,512,239,16,41,1,78,54,66,0,8.666666666666666,6.0,17.0,0.0,35,27,129.62962962962962,1.2962962962962965,0,9.0
2,19,6,0,18,470,333,16,42,0,169,122,-2,6,8.311475409836065,9.0,18.0,0.0,13,11,118.1818181818182,1.181818181818182,0,8.25
2,18,6,16,0,90,186,2,23,0,158,118,2,8,8.033898305084746,9.0,17.0,2.0,0,0,0.0,0.0,1,6.239999999999999
1,0,3,13,12,660,302,12,13,2,1,2,118,0,3.0,1.0,1.0,0.0,0,1,0.0,0.0,0,3.0
2,4,1,10,9,231,324,24,4,2,38,26,94,0,8.76923076923077,5.0,17.0,0.0,25,18,138.88888888888889,1.3888888888888888,0,7.0
2,16,2,2,9,307,208,24,4,0,114,102,18,7,6.705882352941177,2.0,14.0,2.0,0,0,0.0,0.0,0,6.0
2,12,2,13,6,470,510,18,46,1,103,81,39,4,7.62962962962963,4.0,11.0,1.0,1,4,25.0,0.25,0,6.0
2,10,4,5,9,152,220,24,4,1,70,68,52,4,6.1764705882352935,6.0,9.0,1.0,3,4,75.0,0.75,2,3.2
1,4,1,7,16,102,93,2,23,2,29,24,96,0,7.25,8.0,17.0,0.0,9,8,112.5,1.125,0,0.0
2,3,2,3,6,571,289,10,16,2,10,19,101,1,3.1578947368421053,1.0,4.0,1.0,0,5,0.0,0.0,0,6.0
2,11,3,10,2,213,308,10,1,1,127,73,47,3,10.438356164383562,9.0,23.0,0.0,39,20,195.0,1.95,1,12.0
2,1,5,6,3,431,171,10,16,2,6,10,110,0,3.6,2.0,6.0,0.0,2,4,50.0,0.5,0,3.0
2,12,5,6,1,439,14,9,2,1,68,76,44,6,5.368421052631579,4.0,9.0,1.0,1,2,50.0,0.5,1,6.375
1,2,2,16,0,250,480,8,27,2,11,13,107,0,5.0769230769230775,5.0,11.0,0.0,6,7,85.71428571428571,0.8571428571428571,0,1.7142857142857142
2,6,3,13,0,564,371,1,44,1,47,38,82,0,7.421052631578948,5.0,10.0,0.0,18,19,94.73684210526316,0.9473684210526316,0,0.0
2,11,2,18,13,68,353,16,43,1,54,68,52,6,4.764705882352941,5.0,7.0,2.0,4,7,57.14285714285714,0.5714285714285714,1,6.461538461538462
